N-Levels
7	0

Energy-Levels
0.0	0.0
5183.0	0.0
5240.9	0.0
6176.3	0.0
6793.1	0.0
6859.4	0.0
7275.9	0.0
7556.5	1.0

B-Values
1	0	100.0000	0.0000
2	0	100.0000	0.0000
3	0	100.0000	0.0000
4	0	100.0000	0.0000
5	0	100.0000	0.0000
6	0	4.0000	1.2000
6	2	100.0000	1.2000
7	0	6.100 	0.9000
7	1	27.5000	1.1000
7	3	100.000	0.7000
7	4	40.3000	1.1000

Measured
1	0	684.0000	39.0000
3	0	1945.0000	52.0000
4	0	745.0000	36.0000
7	0	230.0000	16.0000
7	1	1350.0000	44.5000
7	3	6762.9000	88.2000
7	4	3461.1000	77.0000
